text,intent,sentiment
I was promised a resolution in 3 days but nothing happened. Very happy with the service!,Complaint,Happy
There is an incorrect charge of $100 on my account.,Billing,Neutral
"I was charged $80 wrongly, I need a refund. Please respond at your earliest convenience.",Refund,Neutral
I really enjoy using ZENDS! My ZENDFiber Home 300Mbps eSIM is not activating.,Technical,Happy
I want to understand I am facing slow speed on ZENDFiber Home 100Mbps plan.,Technical,Neutral
Tell me about ZENDCloud VM plans and pricing. Please respond at your earliest convenience.,Product Inquiry,Neutral
I am very satisfied! Can I upgrade from ZENDIndustrial Sensor to a higher plan?,Product Inquiry,Happy
My bill shows $80 but I should be charged less. Truly satisfied customer here!,Billing,Happy
I want to understand My IoT device ZENDFleet IoT is not sending data.,Technical,Neutral
I cannot believe this! Does ZENDS offer any discount for annual payment?,Product Inquiry,Angry
Why is my bill so high this month for Prepaid Plus? Keep up the great work!,Billing,Happy
Thank you ZENDS! Your support team was very rude to me.,Complaint,Happy
I am getting error while setting up ZENDFiber Home 300Mbps. Please respond at your earliest convenience.,Technical,Neutral
Can I get a detailed breakdown of my ZENDFiber Home 300Mbps charges? Please respond at your earliest convenience.,Billing,Neutral
My issue with ZENDSmart Parking has not been resolved since 1 month. Fix this now or I will switch providers!,Complaint,Angry
My enterprise account ACC89507 has wrong billing details. This needs to be fixed immediately!,Billing,Angry
Tell me about ZENDCloud VM plans and pricing. ZENDS is the best provider!,Product Inquiry,Happy
I need assistance with My auto-payment failed for ZENDBiz Connect 1G plan.,Billing,Neutral
Thank you ZENDS! I am very unhappy with the service quality of ZENDStorage 1TB.,Complaint,Happy
My complaint ticket TKT54597 has been ignored. I am very disappointed with ZENDS!,Complaint,Angry
Could you clarify I am unable to make calls on ZENDOffice Net 200 plan.,Technical,Neutral
There is an incorrect charge of $150 on my account. Please let me know the details.,Billing,Neutral
"I cancelled ZENDArchive Storage within 7 days, please process my refund. Looking forward to more great service!",Refund,Happy
I cannot believe this! My auto-payment failed for ZENDEnterprise Ultra plan.,Billing,Angry
I am eligible for a refund as per ZENDS policy. Keep up the great work!,Refund,Happy
I am very angry about this! Does ZENDCloud VM Pro support international roaming?,Product Inquiry,Angry
Your service is amazing! My ZENDCloud VM Enterprise internet is not working since 5 days.,Technical,Happy
This is outrageous! There is an incorrect charge of $120 on my account.,Billing,Angry
What is the difference between Postpaid Gold and Platinum? I demand an immediate resolution!,Product Inquiry,Angry
I want to understand Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Neutral
ZENDS has been wonderful! What are the features of ZENDOffice Net 200 plan?,Product Inquiry,Happy
Can I upgrade from ZENDOffice Net 500 to a higher plan? ZENDS never disappoints!,Product Inquiry,Happy
I cannot believe this! My bill shows $100 but I should be charged less.,Billing,Angry
There is network outage in my area for 1 week.,Technical,Neutral
My router for ZENDCloud VM Pro is not responding. Please guide me on this.,Technical,Neutral
I am fed up with ZENDS! What are the features of ZENDCloud VM Pro plan?,Product Inquiry,Angry
ZENDS service has been very disappointing lately. I am very disappointed with ZENDS!,Complaint,Angry
I am very satisfied! My auto-payment failed for ZENDStorage 1TB plan.,Billing,Happy
I did not receive my invoice for ZENDFleet IoT this month. ZENDS never disappoints!,Billing,Happy
I am very angry about this! My refund was rejected but I meet all the criteria.,Refund,Angry
Thank you ZENDS! I was promised a resolution in 3 days but nothing happened.,Complaint,Happy
Nobody from ZENDS has followed up on my issue. Fix this now or I will switch providers!,Complaint,Angry
I am facing slow speed on ZENDOffice Net 1G plan. ZENDS never disappoints!,Technical,Happy
It has been 1 week and I still have not received my refund. This is completely unacceptable!,Refund,Angry
I want to understand There is network outage in my area for 2 weeks.,Technical,Neutral
I really enjoy using ZENDS! I need a copy of my bill for ZENDCloud VM Pro.,Billing,Happy
"Hi, I love ZENDS service! I keep getting transferred between agents with no help.",Complaint,Happy
Kindly help me with My enterprise account ACC80697 has wrong billing details.,Billing,Neutral
Refund request for account ACC60019 is still pending. Please guide me on this.,Refund,Neutral
This is the worst experience I have had with ZENDS. Truly satisfied customer here!,Complaint,Happy
I really enjoy using ZENDS! I want to escalate my complaint regarding ZENDFiber Home 100Mbps.,Complaint,Happy
I need assistance with I have not received my bill for the past 1 week.,Billing,Neutral
What IoT solutions does ZENDS offer for smart cities? I expect an urgent response!,Product Inquiry,Angry
This is the worst service ever! My issue with ZENDCloud VM Enterprise has not been resolved since 3 days.,Complaint,Angry
I am very angry about this! Your support team was very rude to me.,Complaint,Angry
I am fed up with ZENDS! My Prepaid Basic data speed is very slow.,Technical,Angry
Thank you ZENDS! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Happy
My ZENDSmart Traffic internet is not working since 5 days. I am very disappointed with ZENDS!,Technical,Angry
Could you clarify Does ZENDOffice Net 500 support international roaming?,Product Inquiry,Neutral
It has been 1 month and I still have not received my refund. This needs to be fixed immediately!,Refund,Angry
Thank you ZENDS! Can I get a bundle offer for mobile and broadband?,Product Inquiry,Happy
Please refund $48 to my account immediately. This needs to be fixed immediately!,Refund,Angry
This is the worst experience I have had with ZENDS. ZENDS is the best provider!,Complaint,Happy
ZENDS has been wonderful! It has been 3 days and I still have not received my refund.,Refund,Happy
Can I upgrade from ZENDFiber Home 1Gbps to a higher plan? Thank you for the excellent support!,Product Inquiry,Happy
Can I get a detailed breakdown of my ZENDFleet IoT charges? This needs to be fixed immediately!,Billing,Angry
My ZENDIndustrial Sensor internet is not working since 2 weeks. Fix this now or I will switch providers!,Technical,Angry
I am very angry about this! Refund request for account ACC74042 is still pending.,Refund,Angry
I am fed up with ZENDS! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Angry
Your service is amazing! I have been waiting for 1 month with no resolution.,Complaint,Happy
I keep getting transferred between agents with no help. Keep up the great work!,Complaint,Happy
This is the worst service ever! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
There is an incorrect charge of $60 on my account. Truly satisfied customer here!,Billing,Happy
Please provide information about I am eligible for a refund as per ZENDS policy.,Refund,Neutral
I am very satisfied! Please clarify the tax charges on my ZENDFiber Home 100Mbps plan.,Billing,Happy
I have a query regarding I have been waiting for 2 weeks with no resolution.,Complaint,Neutral
What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Neutral
I really enjoy using ZENDS! I want a refund for ZENDCloud VM Basic as it is not working.,Refund,Happy
I am facing slow speed on ZENDFiber Home 300Mbps plan. I am very disappointed with ZENDS!,Technical,Angry
I am extremely frustrated! How much does Prepaid Plus cost in USA?,Product Inquiry,Angry
What is the data limit for ZENDFiber Home 1Gbps plan? Looking forward to more great service!,Product Inquiry,Happy
I have not received my bill for the past 5 days.,Billing,Neutral
There is an incorrect charge of $100 on my account. I will escalate this issue!,Billing,Angry
Kindly help me with Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Neutral
Thank you ZENDS! My refund for Postpaid Silver has not been processed yet.,Refund,Happy
My ZENDStorage 10TB connection keeps dropping every few minutes. Fix this now or I will switch providers!,Technical,Angry
Please clarify the tax charges on my Postpaid Platinum plan. Very happy with the service!,Billing,Happy
"I cancelled ZENDStorage 10TB within 7 days, please process my refund. ZENDS never disappoints!",Refund,Happy
Your service is amazing! Does ZENDCloud VM Basic support international roaming?,Product Inquiry,Happy
I am fed up with ZENDS! Why is my bill so high this month for ZENDOffice Net 200?,Billing,Angry
Can you explain the charges on my ACC89507 account? ZENDS is the best provider!,Billing,Happy
I am extremely frustrated! My refund was rejected but I meet all the criteria.,Refund,Angry
I keep getting transferred between agents with no help. I will escalate this issue!,Complaint,Angry
ZENDS has been wonderful! Refund request for account ACC44522 is still pending.,Refund,Happy
I would like to know My refund was rejected but I meet all the criteria.,Refund,Neutral
My Prepaid Unlimited internet is not working since 3 days. Truly satisfied customer here!,Technical,Happy
I want to understand Why is my refund taking more than 1 week?,Refund,Neutral
"Hi, I love ZENDS service! I filed a complaint 1 month ago and got no response.",Complaint,Happy
I am very unhappy with the service quality of ZENDFiber Home 1Gbps.,Complaint,Neutral
What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
I am eligible for a refund as per ZENDS policy.,Refund,Neutral
This is outrageous! My issue with ZENDCloud VM Enterprise has not been resolved since 5 days.,Complaint,Angry
My ZENDStorage 10TB connection keeps dropping every few minutes.,Technical,Neutral
This is ridiculous! There is network outage in my area for 1 month.,Technical,Angry
I am planning to switch providers due to poor service. I am very disappointed with ZENDS!,Complaint,Angry
What is the SLA for Postpaid Silver enterprise plan?,Product Inquiry,Neutral
Great service so far! Can I add family members to my Prepaid Basic plan?,Product Inquiry,Happy
Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Neutral
Please escalate my refund request for ZENDCloud VM Pro. ZENDS is the best provider!,Refund,Happy
I want to understand I was promised a resolution in 3 days but nothing happened.,Complaint,Neutral
My router for Prepaid Plus is not responding. This is completely unacceptable!,Technical,Angry
My auto-payment failed for ZENDBiz Connect 100 plan. Very happy with the service!,Billing,Happy
My IoT device ZENDOffice Net 1G is not sending data. Looking forward to more great service!,Technical,Happy
Tell me about ZENDCloud VM plans and pricing. Looking forward to more great service!,Product Inquiry,Happy
My Prepaid Unlimited connection keeps dropping every few minutes. I am very disappointed with ZENDS!,Technical,Angry
I am extremely frustrated! My auto-payment failed for ZENDArchive Storage plan.,Billing,Angry
ZENDS has been wonderful! I have been waiting for 5 days with no resolution.,Complaint,Happy
"I am very angry about this! I cancelled ZENDEnterprise Dedicated within 7 days, please process my refund.",Refund,Angry
"Hi, I love ZENDS service! I cannot login to my ZENDS account since 3 days.",Technical,Happy
Nobody from ZENDS has followed up on my issue. This is completely unacceptable!,Complaint,Angry
Does ZENDS offer any discount for annual payment? Truly satisfied customer here!,Product Inquiry,Happy
I am happy with ZENDS! My router for ZENDFiber Home 1Gbps is not responding.,Technical,Happy
I am extremely frustrated with ZENDS customer support. I would appreciate your help.,Complaint,Neutral
My auto-payment failed for ZENDEnterprise Dedicated plan. Please provide an update.,Billing,Neutral
"Kindly help me with I did not use ZENDCloud VM Basic at all, please refund $200.",Refund,Neutral
Why is my refund taking more than 3 days? Fix this now or I will switch providers!,Refund,Angry
I really enjoy using ZENDS! What is the data limit for ZENDSmart Lighting plan?,Product Inquiry,Happy
What is the data limit for ZENDOffice Net 500 plan? I will escalate this issue!,Product Inquiry,Angry
I am happy with ZENDS! There is network outage in my area for 1 week.,Technical,Happy
I have been waiting for 3 days with no resolution. Please provide an update.,Complaint,Neutral
I need assistance with My complaint ticket TKT97841 has been ignored.,Complaint,Neutral
What is the SLA for ZENDEnterprise Dedicated enterprise plan? Please respond at your earliest convenience.,Product Inquiry,Neutral
This is the worst service ever! My ZENDOffice Net 500 connection keeps dropping every few minutes.,Technical,Angry
I keep getting transferred between agents with no help. I will escalate this issue!,Complaint,Angry
Can you please help me with Does ZENDS offer any discount for annual payment?,Product Inquiry,Neutral
Please clarify the tax charges on my ZENDOffice Net 1G plan. Fix this now or I will switch providers!,Billing,Angry
My ZENDEnterprise Dedicated internet is not working since 2 weeks. Truly satisfied customer here!,Technical,Happy
Does ZENDFiber Home 300Mbps support international roaming? Truly satisfied customer here!,Product Inquiry,Happy
Can I get a bundle offer for mobile and broadband? Thank you for the excellent support!,Product Inquiry,Happy
This is ridiculous! Please refund $60 to my account immediately.,Refund,Angry
This is ridiculous! What is the SLA for Prepaid Basic enterprise plan?,Product Inquiry,Angry
"Hi, I love ZENDS service! My ZENDFiber Home 300Mbps eSIM is not activating.",Technical,Happy
I have a query regarding My ZENDFiber Home 100Mbps data speed is very slow.,Technical,Neutral
This is absolutely unacceptable! My refund for Prepaid Basic has not been processed yet.,Refund,Angry
I am very angry about this! My refund was rejected but I meet all the criteria.,Refund,Angry
This is ridiculous! I am eligible for a refund as per ZENDS policy.,Refund,Angry
"Hi, I love ZENDS service! My auto-payment failed for ZENDFleet IoT plan.",Billing,Happy
Can I get a detailed breakdown of my ZENDBiz Connect 1G charges? I am very disappointed with ZENDS!,Billing,Angry
I am eligible for a refund as per ZENDS policy. Please guide me on this.,Refund,Neutral
I am planning to switch providers due to poor service. ZENDS never disappoints!,Complaint,Happy
"I did not use Postpaid Platinum at all, please refund $150. I demand an immediate resolution!",Refund,Angry
I have a query regarding What are the features of ZENDSmart Lighting plan?,Product Inquiry,Neutral
I am happy with ZENDS! I am very unhappy with the service quality of ZENDIndustrial Sensor.,Complaint,Happy
Nobody from ZENDS has followed up on my issue.,Complaint,Neutral
My auto-payment failed for ZENDBiz Connect 500 plan. Fix this now or I will switch providers!,Billing,Angry
Please escalate my refund request for Postpaid Silver. Fix this now or I will switch providers!,Refund,Angry
There is network outage in my area for 3 days. Thank you for the excellent support!,Technical,Happy
This is ridiculous! How much does Prepaid Unlimited cost in India?,Product Inquiry,Angry
What IoT solutions does ZENDS offer for smart cities? This is completely unacceptable!,Product Inquiry,Angry
"Could you clarify I did not use ZENDOffice Net 500 at all, please refund $48.",Refund,Neutral
I am unable to make calls on ZENDSmart Traffic plan. Awaiting your response.,Technical,Neutral
Your service is amazing! The ZENDArchive Storage app is crashing on my device.,Technical,Happy
This is the worst service ever! Can you explain the charges on my ACC66985 account?,Billing,Angry
This is ridiculous! What is included in the Enterprise Dedicated support?,Product Inquiry,Angry
I am unable to make calls on ZENDOffice Net 1G plan.,Technical,Neutral
Your SLA was breached for my account ACC28726. Very happy with the service!,Complaint,Happy
I am eligible for a refund as per ZENDS policy. Fix this now or I will switch providers!,Refund,Angry
I keep getting transferred between agents with no help.,Complaint,Neutral
My ZENDCloud VM Basic connection is unstable since 3 days. Keep up the great work!,Technical,Happy
How do I migrate to ZENDArchive Storage from my current plan? This is completely unacceptable!,Product Inquiry,Angry
I want to understand Can I upgrade from ZENDEnterprise Dedicated to a higher plan?,Product Inquiry,Neutral
I am fed up with ZENDS! I have not received my bill for the past 5 days.,Billing,Angry
This is the worst service ever! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
My Postpaid Silver connection is unstable since 1 week.,Technical,Neutral
Cloud service ZENDCloud VM Pro is showing downtime. I expect an urgent response!,Technical,Angry
Can you please help me with I am getting error while setting up ZENDStorage 1TB.,Technical,Neutral
I cannot connect to ZENDOffice Net 200 service at all. Keep up the great work!,Technical,Happy
Can you please help me with My complaint ticket TKT48427 has been ignored.,Complaint,Neutral
Can you please help me with I cancelled my ZENDSmart Traffic plan but no refund was given.,Refund,Neutral
I am extremely frustrated! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
I am getting error while setting up ZENDIndustrial Sensor.,Technical,Neutral
I filed a complaint 1 month ago and got no response. Kindly look into this matter.,Complaint,Neutral
When is my next billing date for Prepaid Plus? I expect an urgent response!,Billing,Angry
I really enjoy using ZENDS! There is an incorrect charge of $100 on my account.,Billing,Happy
My refund was rejected but I meet all the criteria. This is completely unacceptable!,Refund,Angry
Please provide information about Can you explain the charges on my ACC28301 account?,Billing,Neutral
Does ZENDS offer any discount for annual payment? This is completely unacceptable!,Product Inquiry,Angry
My bill shows $100 but I should be charged less. I am very disappointed with ZENDS!,Billing,Angry
My refund was rejected but I meet all the criteria. I would appreciate your help.,Refund,Neutral
This is the worst service ever! My refund for ZENDFiber Home 300Mbps has not been processed yet.,Refund,Angry
I really enjoy using ZENDS! I am planning to switch providers due to poor service.,Complaint,Happy
My ticket TKT93227 regarding refund has no update. Please guide me on this.,Refund,Neutral
What are the available plans in India? This has gone too far!,Product Inquiry,Angry
My ZENDFiber Home 1Gbps eSIM is not activating. I will escalate this issue!,Technical,Angry
My ticket TKT92397 regarding refund has no update. Awaiting your response.,Refund,Neutral
"I was charged $120 wrongly, I need a refund. This needs to be fixed immediately!",Refund,Angry
Could you clarify What are the available plans in Thailand?,Product Inquiry,Neutral
Please provide information about I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
I would like to know Nobody from ZENDS has followed up on my issue.,Complaint,Neutral
This is ridiculous! This is the worst experience I have had with ZENDS.,Complaint,Angry
Refund request for account ACC20322 is still pending. Keep up the great work!,Refund,Happy
Can I get a detailed breakdown of my ZENDOffice Net 1G charges? Awaiting your response.,Billing,Neutral
I filed a complaint 1 week ago and got no response. Awaiting your response.,Complaint,Neutral
When is my next billing date for ZENDEnterprise Dedicated? I expect an urgent response!,Billing,Angry
I need assistance with My IoT device ZENDEnterprise Ultra is not sending data.,Technical,Neutral
My IoT device ZENDBiz Connect 500 is not sending data. ZENDS is the best provider!,Technical,Happy
My ZENDSmart Lighting eSIM is not activating.,Technical,Neutral
I did not receive my invoice for Prepaid Plus this month. ZENDS never disappoints!,Billing,Happy
What is the data limit for ZENDOffice Net 200 plan? Kindly look into this matter.,Product Inquiry,Neutral
This is outrageous! My Postpaid Silver internet is not working since 3 days.,Technical,Angry
Why was $30 deducted without any notice? This needs to be fixed immediately!,Billing,Angry
Thank you ZENDS! What is the data limit for ZENDCloud VM Pro plan?,Product Inquiry,Happy
Please clarify the tax charges on my ZENDIndustrial Sensor plan. Thank you for your assistance.,Billing,Neutral
Thank you ZENDS! My ZENDCloud VM Enterprise connection keeps dropping every few minutes.,Technical,Happy
I need assistance with I was charged $48 but my plan is only $48.,Billing,Neutral
Can you explain the charges on my ACC37653 account? This is completely unacceptable!,Billing,Angry
I filed a complaint 1 week ago and got no response. I will escalate this issue!,Complaint,Angry
"I cancelled ZENDSmart Traffic within 7 days, please process my refund. ZENDS is the best provider!",Refund,Happy
I am extremely frustrated! I am eligible for a refund as per ZENDS policy.,Refund,Angry
I have been waiting for 1 month with no resolution. ZENDS never disappoints!,Complaint,Happy
ZENDS has been wonderful! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Happy
My refund was rejected but I meet all the criteria. Fix this now or I will switch providers!,Refund,Angry
Why is my refund taking more than 3 days?,Refund,Neutral
I have a query regarding My refund was rejected but I meet all the criteria.,Refund,Neutral
I cannot believe this! Your support team was very rude to me.,Complaint,Angry
Your service is amazing! I cannot login to my ZENDS account since 1 week.,Technical,Happy
Tell me about ZENDCloud VM plans and pricing. This is completely unacceptable!,Product Inquiry,Angry
I was double charged for ZENDFiber Home 100Mbps this month. ZENDS never disappoints!,Billing,Happy
I really enjoy using ZENDS! I cannot connect to ZENDIndustrial Sensor service at all.,Technical,Happy
My ZENDOffice Net 500 connection keeps dropping every few minutes. Please let me know the details.,Technical,Neutral
This is the worst service ever! My Prepaid Basic internet is not working since 2 weeks.,Technical,Angry
"Hi, I love ZENDS service! How do I migrate to ZENDSmart Lighting from my current plan?",Product Inquiry,Happy
The ZENDFiber Home 100Mbps app is crashing on my device.,Technical,Neutral
I cannot login to my ZENDS account since 1 month. This is completely unacceptable!,Technical,Angry
Can I upgrade from ZENDCloud VM Pro to a higher plan? Please let me know the details.,Product Inquiry,Neutral
"Great service so far! I did not use ZENDEnterprise Ultra at all, please refund $120.",Refund,Happy
Please provide information about There is network outage in my area for 2 weeks.,Technical,Neutral
What is the SLA for ZENDSmart Lighting enterprise plan? I will definitely recommend ZENDS!,Product Inquiry,Happy
I was promised a resolution in 1 week but nothing happened. I will definitely recommend ZENDS!,Complaint,Happy
I am unable to make calls on ZENDCloud VM Enterprise plan. I demand an immediate resolution!,Technical,Angry
Does ZENDFiber Home 300Mbps support international roaming? This has gone too far!,Product Inquiry,Angry
My complaint ticket TKT97841 has been ignored. I am very disappointed with ZENDS!,Complaint,Angry
ZENDS has been wonderful! My refund for ZENDBiz Connect 1G has not been processed yet.,Refund,Happy
This is the worst experience I have had with ZENDS. I demand an immediate resolution!,Complaint,Angry
This is the worst service ever! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Angry
Great service so far! It has been 1 week and I still have not received my refund.,Refund,Happy
Your SLA was breached for my account ACC11504. I am very disappointed with ZENDS!,Complaint,Angry
Your service is amazing! I did not receive my invoice for ZENDIndustrial Sensor this month.,Billing,Happy
How do I migrate to ZENDEnterprise Dedicated from my current plan? This needs to be fixed immediately!,Product Inquiry,Angry
I would like to know My ZENDOffice Net 1G data speed is very slow.,Technical,Neutral
My ZENDArchive Storage connection is unstable since 3 days. I demand an immediate resolution!,Technical,Angry
I am extremely frustrated with ZENDS customer support. I am very disappointed with ZENDS!,Complaint,Angry
This is outrageous! My refund was rejected but I meet all the criteria.,Refund,Angry
My ZENDCloud VM Basic eSIM is not activating.,Technical,Neutral
Please provide information about My complaint ticket TKT95181 has been ignored.,Complaint,Neutral
I did not receive my invoice for ZENDCloud VM Enterprise this month. Keep up the great work!,Billing,Happy
"Hi, I love ZENDS service! Why is my bill so high this month for ZENDCloud VM Pro?",Billing,Happy
I cannot login to my ZENDS account since 1 month.,Technical,Neutral
Thank you ZENDS! My issue with ZENDStorage 1TB has not been resolved since 5 days.,Complaint,Happy
Why is my refund taking more than 1 month? I expect an urgent response!,Refund,Angry
I need assistance with My ZENDCloud VM Enterprise connection keeps dropping every few minutes.,Technical,Neutral
Please escalate my refund request for ZENDEnterprise Ultra.,Refund,Neutral
Thank you ZENDS! I am facing slow speed on ZENDCloud VM Basic plan.,Technical,Happy
I am extremely frustrated! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
How do I migrate to ZENDEnterprise Ultra from my current plan? Very happy with the service!,Product Inquiry,Happy
What are the available plans in USA? Fix this now or I will switch providers!,Product Inquiry,Angry
I am fed up with ZENDS! Can I get a detailed breakdown of my ZENDEnterprise Dedicated charges?,Billing,Angry
My bill shows $200 but I should be charged less. Thank you for the excellent support!,Billing,Happy
My ZENDSmart Parking connection keeps dropping every few minutes. I will definitely recommend ZENDS!,Technical,Happy
This is absolutely unacceptable! My enterprise account ACC84341 has wrong billing details.,Billing,Angry
I want to understand Can I upgrade from ZENDArchive Storage to a higher plan?,Product Inquiry,Neutral
My enterprise account ACC33416 has wrong billing details. I am very disappointed with ZENDS!,Billing,Angry
I am happy with ZENDS! My enterprise account ACC28726 has wrong billing details.,Billing,Happy
Nobody from ZENDS has followed up on my issue. Kindly look into this matter.,Complaint,Neutral
Great service so far! I am planning to switch providers due to poor service.,Complaint,Happy
This is outrageous! My auto-payment failed for ZENDArchive Storage plan.,Billing,Angry
I am unable to make calls on Postpaid Gold plan. Very happy with the service!,Technical,Happy
Please provide information about What are the features of ZENDCloud VM Pro plan?,Product Inquiry,Neutral
I was charged $200 but my plan is only $200.,Billing,Neutral
Thank you ZENDS! My enterprise account ACC24371 has wrong billing details.,Billing,Happy
Does ZENDS offer any discount for annual payment? I am very disappointed with ZENDS!,Product Inquiry,Angry
I am fed up with ZENDS! I need a copy of my bill for ZENDCloud VM Basic.,Billing,Angry
What is included in the Enterprise Dedicated support? Thank you for the excellent support!,Product Inquiry,Happy
Nobody from ZENDS has followed up on my issue. ZENDS never disappoints!,Complaint,Happy
I am extremely frustrated! Refund request for account ACC60432 is still pending.,Refund,Angry
My bill shows $150 but I should be charged less. Very happy with the service!,Billing,Happy
Could you clarify What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
Your service is amazing! Can I upgrade from Postpaid Gold to a higher plan?,Product Inquiry,Happy
Please clarify the tax charges on my Postpaid Silver plan. I expect an urgent response!,Billing,Angry
My ZENDCloud VM Pro connection keeps dropping every few minutes. This needs to be fixed immediately!,Technical,Angry
I was double charged for ZENDCloud VM Enterprise this month. ZENDS is the best provider!,Billing,Happy
Great service so far! What is included in the Enterprise Dedicated support?,Product Inquiry,Happy
I would like to know I am very unhappy with the service quality of ZENDStorage 1TB.,Complaint,Neutral
This is outrageous! I have been waiting for 3 days with no resolution.,Complaint,Angry
Refund request for account ACC72296 is still pending.,Refund,Neutral
My auto-payment failed for Postpaid Silver plan. I expect an urgent response!,Billing,Angry
My ZENDBiz Connect 1G internet is not working since 2 weeks.,Technical,Neutral
I am unable to make calls on ZENDStorage 10TB plan. Thank you for the excellent support!,Technical,Happy
Your support team was very rude to me. ZENDS never disappoints!,Complaint,Happy
Cloud service ZENDStorage 1TB is showing downtime. I would appreciate your help.,Technical,Neutral
I am fed up with ZENDS! Why is my bill so high this month for ZENDArchive Storage?,Billing,Angry
Can you please help me with My Prepaid Unlimited internet is not working since 2 weeks.,Technical,Neutral
I am facing slow speed on Prepaid Plus plan. I am very disappointed with ZENDS!,Technical,Angry
My refund was rejected but I meet all the criteria. Please let me know the details.,Refund,Neutral
"I was charged $30 wrongly, I need a refund. Please guide me on this.",Refund,Neutral
This is ridiculous! Your SLA was breached for my account ACC38746.,Complaint,Angry
I want a refund for Postpaid Silver as it is not working.,Refund,Neutral
This is outrageous! How much does ZENDCloud VM Basic cost in Thailand?,Product Inquiry,Angry
This is ridiculous! My ZENDStorage 1TB eSIM is not activating.,Technical,Angry
My bill shows $60 but I should be charged less. Thank you for your assistance.,Billing,Neutral
I am very satisfied! I did not receive my invoice for ZENDEnterprise Ultra this month.,Billing,Happy
Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
Does ZENDSmart Traffic support international roaming?,Product Inquiry,Neutral
I need a copy of my bill for ZENDCloud VM Enterprise. This needs to be fixed immediately!,Billing,Angry
My ZENDStorage 1TB eSIM is not activating. ZENDS is the best provider!,Technical,Happy
Your service is amazing! My IoT device ZENDOffice Net 500 is not sending data.,Technical,Happy
Can I get a detailed breakdown of my ZENDSmart Lighting charges? Fix this now or I will switch providers!,Billing,Angry
Nobody from ZENDS has followed up on my issue. Kindly look into this matter.,Complaint,Neutral
What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Neutral
I need a copy of my bill for ZENDStorage 10TB. I am very disappointed with ZENDS!,Billing,Angry
I filed a complaint 3 days ago and got no response. ZENDS never disappoints!,Complaint,Happy
Kindly help me with My refund for Postpaid Silver has not been processed yet.,Refund,Neutral
I want to understand What is included in the Enterprise Dedicated support?,Product Inquiry,Neutral
I am fed up with ZENDS! Why is my refund taking more than 5 days?,Refund,Angry
My ZENDOffice Net 500 data speed is very slow. Thank you for the excellent support!,Technical,Happy
My refund was rejected but I meet all the criteria.,Refund,Neutral
I really enjoy using ZENDS! My ZENDBiz Connect 100 connection keeps dropping every few minutes.,Technical,Happy
Kindly help me with Cloud service ZENDCloud VM Pro is showing downtime.,Technical,Neutral
I am very unhappy with the service quality of Prepaid Plus.,Complaint,Neutral
"Hi, I love ZENDS service! Tell me about ZENDCloud VM plans and pricing.",Product Inquiry,Happy
"I did not use ZENDBiz Connect 100 at all, please refund $80. Please let me know the details.",Refund,Neutral
Your service is amazing! My Prepaid Unlimited data speed is very slow.,Technical,Happy
I am very satisfied! Does ZENDEnterprise Dedicated support international roaming?,Product Inquiry,Happy
What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Neutral
I cancelled my ZENDSmart Traffic plan but no refund was given. ZENDS is the best provider!,Refund,Happy
This is the worst service ever! My enterprise account ACC19071 has wrong billing details.,Billing,Angry
Does ZENDSmart Lighting support international roaming? This needs to be fixed immediately!,Product Inquiry,Angry
My enterprise account ACC18675 has wrong billing details. I demand an immediate resolution!,Billing,Angry
"Hi, I love ZENDS service! Does ZENDS offer any discount for annual payment?",Product Inquiry,Happy
I have a query regarding Cloud service ZENDOffice Net 200 is showing downtime.,Technical,Neutral
I cannot believe this! My ZENDStorage 1TB connection is unstable since 1 week.,Technical,Angry
I have a query regarding Please clarify the tax charges on my ZENDFiber Home 100Mbps plan.,Billing,Neutral
Great service so far! Please refund $120 to my account immediately.,Refund,Happy
This is absolutely unacceptable! Can I get a bundle offer for mobile and broadband?,Product Inquiry,Angry
I am extremely frustrated with ZENDS customer support. Thank you for your assistance.,Complaint,Neutral
I am fed up with ZENDS! There is an incorrect charge of $48 on my account.,Billing,Angry
Refund request for account ACC54587 is still pending. Keep up the great work!,Refund,Happy
Can I upgrade from ZENDFiber Home 1Gbps to a higher plan? I demand an immediate resolution!,Product Inquiry,Angry
My ZENDOffice Net 200 data speed is very slow. ZENDS never disappoints!,Technical,Happy
